"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","United Kingdom",,,"",,,,"",,,,"",,,,"",,1980,13.48,"K",,1985,11.5,"K",,1990,12.02,"K",,1995,12.09,"K",,2002,15.78,"K",,2007,8.48,"K",,2012,8.017,"K",,,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","United Republic of Tanzania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,5.184,"K",,,,"",,,,"",,,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","United States of America",,,"",,,,"",,,,"",,,,"",,1980,517.6,"K",,,,"",,1990,465.1,"","[454]",,,"",,2000,473.5,"","[455,456]",2005,478.6,"","[457,458]",2010,418.7,"","[459,460]",,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","Uruguay",,,"",,1965,0.65,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,3.66,"",,,,"",,,,"",,,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","Uzbekistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,53.76,"I",,2001,53.74,"",,2005,49.16,"I",,,,"",,,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","Vanuatu",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","Venezuela (Bolivarian Republic of)",,,"",,,,"",,1970,4.1,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,9.059,"I",,2007,22.62,"I",,,,"",,,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","Viet Nam",,,"",,,,"",,,,"",,,,"",,1980,37.86,"",,1985,45.27,"",,,,"",,,,"",,,,"",,2005,81.86,"",,,,"",,,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","Yemen",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,2.922,"",,,,"",,2000,3.384,"I",,2005,3.54,"I",,,,"",,,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","Zambia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.747,"",,1994,1.706,"",,2002,1.572,"I",,,,"",,,,"",,,,"",
"Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","Zimbabwe",,,"",,,,"",,,,"",,,,"",,,,"",,1987,1.22,"",,,,"",,,,"",,2002,4.205,"",,2007,3.57,"",,,,"",,,,"",


Metadata:
"[1] [Components] | 72% of 0.93 total water withdrawal"
"[2] [Components] | Irrigation water withdrawal only"
"[3] [Components] | Irrigation water withdrawal only"
"[4] [Overall accuracy] | AQUASTAT estimation based on Eurostat data of water withdrawal by source (Med_en42) using Eurostat proportion by sector of water supplied (Med-en44): 59% for agriculture, 36% for municipalities and 5% for industries."
"[5] [Components] | Irrigation water withdrawal only"
"[6] [Components] | Irrigation water withdrawal only"
"[7] [Components] | Irrigation water withdrawal only"
"[8] [Reference period] | Data actually from 1997"
"[9] [Observations] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[10] [Observations] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[11] [Observations] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[12] [Observations] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[13] [Components] | Surface water 6.62 km3/yr + groundwater 24.88 km3/yr"
"[14] [Components] | Irrigation water withdrawal only"
"[15] [Components] | Irrigation water withdrawal only"
"[16] [Reference period] | Data actually from 1989"
"[17] [Components] | Irrigation and agricultural water supply: 0.286; aquaculture: 0.282"
"[18] [Components] | Irrigation and agricultural water supply: 0.160; aquaculture: 0.282"
"[19] [Components] | Irrigation and agricultural water supply: 0.127; aquaculture: 0.282"
"[20] [Components] | Irrigation and agricultural water supply: 0.114; aquaculture: 0.357"
"[21] [Components] | Irrigation and agricultural water supply: 0.117; aquaculture: 0.372"
"[22] [Components] | Surface water and groundwater account for 0.003 km3 and 0.035 km3 respectively of agricultural water withdrawal (Source: Eurostat, 2016)"
"[23] [Components] | Surface water and groundwater account for 0.003 km3 and 0.034 km3 respectively of agricultural water withdrawal (Source: Eurostat, 2016)"
"[24] [Components] | Surface water and groundwater account for 0.003 km3 and 0.037 km3 respectively of agricultural water withdrawal (Source: Eurostat, 2016)"
"[25] [Components] | Irrigation water withdrawal only"
"[26] [Components] | 0.029 irrigation & forestry + 0.045 livestock + 0.006 wildlife"
"[27] [Components] | Irrigation water withdrawal only"
"[28] [Components] | Surface water and groundwater account for 0.733 km3 and 0.010 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[29] [Components] | Surface water and groundwater account for 0.866 km3 and 0.010 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[30] [Components] | Irrigation water withdrawal only"
"[31] [Components] | Irrigation water withdrawal only"
"[32] [Components] | Irrigation water withdrawal only"
"[33] [Components] | Surface water accounts for 3.672 km3 and groundwater accounts for 0.319 km3 of the total agricultural withdrawal"
"[34] [Components] | Surface water accounts for 3.7936 km3 and groundwater accounts for 0.31089 km3 of the total agricultural withdrawal"
"[35] [Overall accuracy] | Estimated data by the water balance model used in the 2012 Agricultural water use exercise. Canada Statistics declare 0.838 (2010), but the resulting water requirement ratio was incoherent (304%). This is certainly due to the model using the long-term average precipitations and assuming that crop optimal growth. So estimated value is a maximum value especially if precipitations are higher than the average (supplemental irrigation only)."
"[36] [Components] | Irrigation water withdrawal only"
"[37] [Components] | Irrigation water withdrawal only"
"[38] [Reference period] | Data actually from 1987"
"[39] [Components] | Irrigation water withdrawal only"
"[40] [Reference period] | Data actually from 1987"
"[41] [Components] | Irrigation water withdrawal only"
"[42] [Components] | Irrigation water withdrawal only"
"[43] [Reference period] | Data actually from 2002"
"[44] [Components] | Irrigation water withdrawal only"
"[45] [Reference period] | Data actually from 2008"
"[46] [Components] | Irrigation water withdrawal only"
"[47] [Components] | Irrigation water withdrawal only"
"[48] [Components] | Surface water and groundwater account for 0.0029 km3 and 0.0003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[49] [Components] | Surface water and groundwater account for 0.0481 km3 and 0.1125 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[50] [Components] | Surface water and groundwater account for 0.028 km3 and 0.1150 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[51] [Components] | Surface water and groundwater account for 0.0420 km3 and 0.1290 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[52] [Components] | Surface water and groundwater account for 0.0526 km3 and 0.1150 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[53] [Components] | Surface water and groundwater account for 0.051 km3 and 0.012 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[54] [Components] | Surface water and groundwater account for 0.097 km3 and 0.014 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[55] [Components] | Surface water and groundwater account for 0.014 km3 and 0.006 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[56] [Components] | Surface water and groundwater account for 0.0311 km3 and 0.0121 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[57] [Components] | Surface water and groundwater account for 0.0311 km3 and 0.0129 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[58] [Components] | Irrigation water withdrawal only"
"[59] [Reference period] | Data actually from 2000"
"[60] [Components] | Irrigation water withdrawal only"
"[61] [Components] | Surface water and groundwater account for 0.0031 km3 and 0.1621 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[62] [Components] | Surface water and groundwater account for 0.0017 km3 and 0.1158 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[63] [Components] | Surface water accounts for 0.003 km3 and groundwater accounts for 0.161 km3 of the total agricultural withdrawal"
"[64] [Components] | 0.0025 irrigation + 0.0005 élevage"
"[65] [Components] | Irrigation water withdrawal only"
"[66] [Reference period] | Data actually from 2000"
"[67] [Components] | Irrigation water withdrawal only"
"[68] [Components] | Surface water and groundwater account for 0.0262 km3 and 0.0038 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[69] [Components] | Surface water and groundwater account for 0.0031 km3 and 0.0045 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[70] [Components] | Including 0.687 for livestock"
"[71] [Components] | Surface water and groundwater account for 0.04 km3 and 0.01 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[72] [Components] | Surface water and groundwater account for 0.04 km3 and 0.01 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[73] [Components] | Surface water and groundwater account for 3.284 km3 and 1.007 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[74] [Components] | Surface water and groundwater account for 3.135 km3 and 0.798 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[75] [Components] | Irrigation water withdrawal only"
"[76] [Components] | Irrigation water withdrawal only"
"[77] [Reference period] | Data actually from 2000"
"[78] [Components] | Irrigation water withdrawal only"
"[79] [Components] | Irrigation 0,867 + Agriculture water supply 0,188"
"[80] [Components] | Surface water and groundwater account for 0.054 km3 and 0.157 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[81] [Components] | Surface water and groundwater account for 1.7 km3 and 0.725 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[82] [Components] | Surface water and groundwater account for 3.1 km3 and 1.5 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[83] [Components] | Surface water and groundwater account for 4.9 km3 and 3.0 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[84] [Components] | Surface water accounts for 4.5 km3 and groundwater accounts for 3.1 km3 of the total agricultural withdrawal"
"[85] [Components] | Surface water and groundwater account for 5.473 km3 and 2.947 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[86] [Components] | Surface water and groundwater account for 5.075 km3 and 3.383 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[87] [Components] | Surface water and groundwater account for 3.577 km3 and 4.341 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[88] [Components] | Irrigation water withdrawal only"
"[89] [Components] | Irrigation water withdrawal only"
"[90] [Components] | Irrigation water withdrawal only"
"[91] [Components] | Irrigation water withdrawal only"
"[92] [Components] | Surface water represents 100% of the total agricultural water withdrawal"
"[93] [Components] | Surface water represents 100% of the total agricultural water withdrawal"
"[94] [Components] | Surface water and groundwater account for 0.904 km3 and 0.045 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[95] [Components] | Surface water and groundwater account for 0.447 km3 and 0.008 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[96] [Components] | Surface water and groundwater account for 0.611 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[97] [Components] | Surface water and groundwater account for 0.265 km3 and 0.04 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[98] [Components] | Surface water accounts for 0.264 km3 and groundwater accounts for 0.058 km3 of the total agricultural withdrawal"
"[99] [Components] | Surface water and groundwater account for 0.001 km3 and 0.003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[100] [Components] | Surface water and groundwater account for 0.001 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[101] [Components] | Surface water and groundwater account for 0.001 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[102] [Components] | Surface water and groundwater account for 0.001 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[103] [Components] | Surface water and groundwater account for 0.134 km3 and 0.045 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[104] [Components] | Irrigation water withdrawal only"
"[105] [Components] | Surface water accounts for 52.748 km3 and groundwater accounts for 3.302 km3 of the total agricultural withdrawal"
"[106] [Components] | Surface water accounts for 51.2 km3 and groundwater accounts for 3.3 km3 of the total agricultural withdrawal"
"[107] [Components] | Surface water accounts for 51.564 km3 and groundwater accounts for 2.866 km3 of the total agricultural withdrawal"
"[108] [Adjustment] | Water losses in transport (3.057) have been distributed between the 3 sectors.  2.770 km3 of Other uses are not included (considered as very low consumptive uses)"
"[109] [Overall accuracy] | The previous estimation of 2.165  from 2011 irrigation water use study was reconsidered based on new data available"
"[110] [Components] | Including 0.008 km3 for wildlife"
"[111] [Components] | Irrigation water withdrawal only"
"[112] [Components] | Surface water and groundwater account for 0.050 km3 and 0.004 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[113] [Components] | Surface water and groundwater account for 0.048 km3 and 0.003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[114] [Components] | Surface water and groundwater account for 0.0384 km3 and 0.0024 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[115] [Components] | Surface water and groundwater account for 0.033 km3 and 0.003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[116] [Components] | Irrigation water withdrawal only"
"[117] [Components] | Irrigation water withdrawal only"
"[118] [Components] | Surface water and groundwater account for 0.048 km3 and 0.005 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[119] [Components] | Surface water and groundwater account for 0.077 km3 and 0.005 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[120] [Components] | Groundwater represents 100 % of total water withdrawal for agriculture"
"[121] [Components] | Groundwater represents 100 % of total water withdrawal for agriculture"
"[122] [Components] | Irrigation water withdrawal only"
"[123] [Reference period] | Data actually from 2002"
"[124] [Components] | Irrigation water withdrawal only"
"[125] [Components] | Irrigation water withdrawal only"
"[126] [Reference period] | Data actually from 1996"
"[127] [Components] | Irrigation water withdrawal only"
"[128] [Reference period] | Data actually from 1996"
"[129] [Components] | Irrigation water withdrawal only"
"[130] [Components] | Groundwater represents 100% of total water withdrawal for agriculture"
"[131] [Components] | Groundwater represents 100% of total water withdrawal for agriculture"
"[132] [Components] | Groundwater represents 100% of total water withdrawal for agriculture"
"[133] [Components] | Groundwater represents 100% of total water withdrawal for agriculture"
"[134] [Components] | Irrigation water withdrawal only"
"[135] [Components] | Irrigation water withdrawal only"
"[136] [Reference period] | Data actually from 2006"
"[137] [Components] | Irrigation water withdrawal only"
"[138] [Components] | Irrigation water withdrawal only"
"[139] [Components] | Surface water and groundwater account for 0.075 km3 and 0.155 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[140] [Components] | Surface water and groundwater account for 0.0193 km3 and 0.0333 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[141] [Components] | Surface water and groundwater account for 0.0179 km3 and 0.0540 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[142] [Components] | Surface water and groundwater account for 0.0064 km3 and 0.0538 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[143] [Components] | Surface water accounts for 1.917 km3 and groundwater accounts for 0.903 km3 of the total agricultural withdrawal"
"[144] [Components] | Surface water accounts for 2.176 km3 and groundwater accounts for 1.031 km3 of the total agricultural withdrawal"
"[145] [Components] | Irrigation water withdrawal only"
"[146] [Components] | Irrigation + livestock"
"[147] [Components] | Surface water represents 100% of total water withdrawal for agriculture (Source: Eurostat, 2016)"
"[148] [Components] | Surface water represents 100% of total water withdrawal for agriculture (Source: Eurostat, 2016)"
"[149] [Components] | Surface water represents 100% of total water withdrawal for agriculture (Source: Eurostat, 2016)"
"[150] [Components] | Surface water represents 100% of the agricultural water withdrawal"
"[151] [Components] | Surface water represents 100% of the agricultural water withdrawal"
"[152] [Components] | Surface water represents 100% of total water withdrawal for agriculture (Source: Eurostat, 2016)"
"[153] [Components] | Surface water represents 100% of total water withdrawal for agriculture (Source: Eurostat, 2016)"
"[154] [Components] | Surface water represents 100% of total water withdrawal for agriculture (Source: Eurostat, 2016)"
"[155] [Components] | it includes 0.195 km3 of withdrawal for irrigation, and 0.011 km3 for livestock. Withdrawal for aquaculture is unknown"
"[156] [Components] | this figure includes 0.0624 km3 of withdrawal for irrigation, 0.0108 km3 for livestock and 0.0007 km3 for aquaculture"
"[157] [Components] | this figure includes 0.0528 km3 of withdrawal for irrigation, 0.0108 km3 for livestock and 0.0006 km3 for aquaculture"
"[158] [Components] | Including irrigation of landscape"
"[159] [Components] | Surface water accounts for 14.5 km3 and groundwater accounts for 1.6 km3 of the total agricultural withdrawal"
"[160] [Components] | Surface water and groundwater account for 1.143 km3 and 0.049 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[161] [Components] | Surface water and groundwater account for 1.056 km3 and 0.043 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[162] [Components] | Surface water and groundwater account for 1.063 km3 and 0.030 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[163] [Components] | Surface water and groundwater account for 1.109 km3 and 0.026 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[164] [Components] | Irrigation water withdrawal only"
"[165] [Components] | Irrigation water withdrawal only"
"[166] [Components] | Surface water and groundwater account for 0.127 km3 and 0.001 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[167] [Components] | Surface water and groundwater account for 0.112 km3 and 0.005 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[168] [Components] | Irrigation water withdrawal only"
"[169] [Components] | Irrigation water withdrawal only"
"[170] [Reference period] | Data actually from 1992"
"[171] [Components] | Irrigation water withdrawal only"
"[172] [Reference period] | Data actually from 1992"
"[173] [Components] | Surface water and groundwater account for 0.124 km3 and 0.028 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[174] [Components] | Surface water and groundwater account for 0.047 km3 and 0.020 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[175] [Components] | Surface water and groundwater account for 0.043 km3 and 0.014 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[176] [Components] | Surface water and groundwater account for 0.009 km3 and 0.013 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[177] [Components] | Surface water and groundwater account for 0.018 km3 and 0.013 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[178] [Components] | Surface water and groundwater account for 0.0029 km3 and 0.0008 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[179] [Components] | Surface water and groundwater account for 0.0045 km3 and 0.0003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[180] [Components] | Surface water and groundwater account for 0.0045 km3 and 0.0002 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[181] [Components] | Surface water and groundwater account for 0.0020 km3 and 0.0003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[182] [Components] | Surface water and groundwater account for 0.0036 km3 and 0.0003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[183] [Components] | Surface water and groundwater account for 19.2 km3 and 4.50 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[184] [Components] | Surface water and groundwater account for 20.501 km3 and 2.931 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[185] [Components] | Surface water and groundwater account for 18.832 km3 and 4.212 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[186] [Components] | Surface water and groundwater account for 18.630 km3 and 4.550 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
